524.7941,0.187448,0.032114,228.8002,6843.598,29.9108,60.20488,220.7372,556.8283,car
330,0.226893,0.26529,121.1542,3163.239,26.1092,69.71736,99.08496,400.2258,car
551.8793,0.232478,0.06353,264.8049,11888.39,44.8949,77.7933,253.7853,656.7694,car
380,0.240855,0.286234,137.6401,5402.171,39.24852,88.75845,105.1986,493.7018,car
362.8313,0.200713,0.244346,124.9126,3290.462,26.34213,69.38939,103.8666,424.7965,car
389.873,0.150098,0.097738,118.6258,2475.557,20.86862,49.75715,107.6862,429.3858,car
290.4551,0.144164,0.053058,74.63507,1189.545,15.93815,35.70333,65.54132,330.2673,car
275.6774,0.153938,0.187797,91.52789,1756.235,19.18797,39.30518,82.65868,331.5883,car
470,0.213105,0.225497,184.5901,8185.361,44.34345,84.48248,164.1225,603.3157,car
423,0.219562,0.261799,172.3712,6108.106,35.43576,79.05635,153.1729,558.2745,car
410,0.317824,0.297404,255.8152,10622.55,41.5243,67.52321,246.7428,508.5404,car
500,0.227242,0.050964,219.2955,9819.45,44.77725,76.8685,207.2666,602.5278,car
438.7802,0.212407,0.060737,120.9016,4879.496,40.35923,80.79178,89.94379,525.4201,car
366.9424,0.280125,0.252026,172.7456,7064.816,40.89724,75.60432,155.3223,471.5882,car
485.6688,0.230209,0.134041,253.8937,8135.968,32.04478,64.85545,245.4705,541.364,car
390,0.358316,0.203854,245.6861,10055.84,40.92961,70.32478,236.4902,477.5484,car
269.4959,0.20752,0.038397,80.41109,1963.605,24.41958,44.74015,66.83831,329.0906,car
300,0.190066,0.166853,97.10813,3039.561,31.30079,51.35397,82.41819,387.0782,car
325,0.224624,0.286932,229.2159,5705.332,24.89065,35.60271,227.2648,462.703,car
294.4748,0.206647,0.467748,194.871,5541.256,28.4355,36.7658,191.8049,445.5133,car
500,0.192684,0.194779,144.6886,3055.013,21.1144,96.56337,107.7511,542.8971,car
211,0.053931,0.094248,30.75344,151.9846,4.942034,14.26837,27.24312,217.1307,fad
196.8567,0.020071,0.090757,28.59313,82.05889,2.869882,7.968783,27.66152,200.7493,fad
245,0.189019,0.081681,62.90296,1235.983,19.64905,42.15202,46.69036,292.3762,fad
352.6564,0.121999,0.090757,68.52785,1066.158,15.55802,43.69193,52.79282,382.7332,fad
243.294,0.039968,0.067021,68.54478,383.9285,5.601134,9.991348,67.81666,263.6408,fad
259.8851,0.070686,0.006981,58.24381,465.0873,7.98518,17.50684,56.34024,267.5174,fad
250,0.068068,-0.01536,57.17243,652.9013,11.41986,17.77698,55.79127,278.3086,fad
200,0.037699,0.117286,42.31668,220.8109,5.218059,10.67576,40.94788,218.0343,fad
355,0.064054,0.084474,89.55846,1033.854,11.5439,27.56266,86.57656,372.04,fad
272,0.091455,0.004887,63.78938,718.9463,11.27063,20.08556,60.69073,286.9202,fad
341.62,0.091979,0.074002,85.04303,1370.838,16.11935,29.02897,79.9352,385.1335,fad
160.3225,0.176976,0.163363,37.21712,341.8815,9.186133,30.88916,20.75991,187.5665,fad
301.3044,0.109781,0.035605,64.6162,942.7732,14.59035,29.04568,57.72003,335.7685,fad
155,0.172788,0.118682,38.94017,415.1116,10.66024,25.8365,29.13438,184.817,fad
144,0.120602,0.046077,19.64767,70.42624,3.584458,18.13101,7.569493,160.3738,fad
178,0.170868,0.21293,41.54217,489.4405,11.78178,35.7478,21.16239,215.9059,mas
195,0.139103,0.205251,37.4622,328.3841,8.765745,35.02383,13.29465,232.5876,mas
435.0932,0.076969,0.161268,123.5975,1342.278,10.86007,37.38472,117.808,433.2023,mas
250,0.047124,0.013963,70.90704,224.1458,3.161122,9.102176,70.3204,232.2776,mas
339.5085,0.045379,0.03002,88.62981,331.0804,3.735542,19.82558,87.62118,307.7932,mas
236,0.124617,0.20176,48.45113,236.8801,4.889052,36.00662,32.41967,244.9652,mas
481.4671,0.07854,0.016057,79.05916,1154.338,14.60094,33.92913,71.40844,501.8934,mas
252,0.106116,0.031416,38.54421,493.7904,12.81101,25.54115,28.86704,280.6583,mas
172.5158,0.127235,0.038397,37.54367,192.2181,5.119855,19.32208,32.18982,174.9338,mas
121,0.174184,0.090757,24.43718,144.4665,5.91175,22.02108,10.59471,141.7662,mas
196.3649,0.182911,0.142419,54.58308,843.2625,15.44916,34.14941,42.58087,239.9441,mas
370.3957,0.10472,0,115.9233,1308.12,11.28437,31.36703,112.7151,365.9777,mas
260.2775,0.079063,0.032812,58.81761,277.259,4.713878,17.86867,56.03768,248.6234,mas
544.6543,0.063705,0.002094,100.7881,1189.29,11.79991,29.41222,96.58015,553.3582,mas
310,0.174707,0.165457,98.50996,2741.032,27.82492,49.32786,85.27001,388.9778,mas
274.9934,0.147131,0.137532,66.45794,1217.416,18.31859,40.84968,52.42101,327.5586,mas
281.3233,0.232303,0.437729,157.8842,5305.123,33.60136,46.38433,150.9169,398.8955,mas
327,0.141023,0.084474,76.21287,1664.674,21.84243,43.22169,62.7717,379.2618,mas
470.5164,0.127409,0.066323,150.224,2657.91,17.69298,47.56063,142.4965,491.4725,gla
223,0.124093,0.079587,33.09633,197.0125,5.9527,30.45487,12.95639,252.4833,gla
152,0.165806,0.227591,34.21955,94.35433,2.757322,31.27928,13.87748,180.6096,gla
303,0.063355,0.039794,22.56789,102.5003,4.541864,21.83084,5.720501,321.6468,gla
250,0.087092,0.092852,29.63751,180.7612,6.09907,26.1421,13.96326,280.1229,gla
197,0.132645,0.074002,33.46065,409.6471,12.24265,26.99281,19.77381,231.7838,gla
197,0.132645,0.074002,33.46065,409.6471,12.24265,26.99281,19.77381,231.7838,gla
216.4133,0.11781,0.068417,53.5996,280.4455,5.232231,22.79053,48.51297,215.3729,gla
178,0.149575,0.099135,40.29062,474.4047,11.77457,25.92083,30.8455,209.1807,gla
185,0.149749,0.085172,39.89141,361.748,9.068318,26.86076,29.49278,210.1787,gla
391,0.058119,0.01117,35.78006,265.1498,7.410546,22.13147,28.11424,400.9948,gla
502,0.065275,0.027925,53.23943,834.2727,15.6702,33.33114,41.51472,544.0394,gla
176,0.089884,0.076794,20.58852,79.70542,3.871352,18.22649,9.575088,191.9929,gla
145,0.117635,0.110305,21.21894,82.45556,3.885941,20.30308,6.166715,162.5109,gla
124.1287,0.131947,0.108909,20.59263,78.34279,3.804409,18.4624,9.121206,134.8927,gla
103,0.158127,0.291819,23.75481,78.25847,3.294426,22.3236,8.120826,124.9786,gla
1724.09,0.052709,-0.02094,404.1262,3053.967,7.556963,71.42759,399.1942,1489.387,con
1385.665,0.092328,0.089361,202.48,8785.029,43.38713,143.0922,143.2578,1524.609,con
1084.247,0.073478,0,191.898,2937.972,15.31007,66.56363,179.9836,1064.104,con
649.3694,0.107512,0.01885,207.1117,3344.433,16.14797,50.54747,200.8487,623.9088,con
1500,0.056549,0.050265,375.0966,4759.455,12.68861,78.44598,366.802,1336.159,con
770,0.041628,0.002435,175.0197,346.0913,1.977442,25.22233,173.1927,654.7984,con
650,0.041015,0.145211,216.8113,427.5341,1.971918,33.76516,214.166,528.6992,con
691.972,0.026005,0.086568,190.6767,304.2707,1.595742,23.97572,189.1633,594.3156,con
1461.75,0.040841,0.049567,391.846,5574.003,14.22498,57.23148,387.644,1428.84,con
1496.736,0.103847,0.08238,640.276,11072,17.29254,108.2869,631.0525,1178.274,con
1111.814,0.098786,0.071209,386.9871,7659.742,19.79328,86.02512,377.3045,990.9789,con
1270.667,0.078889,0.065624,555.3523,3612.968,6.505723,68.78167,551.0765,895.1874,con
1647.94,0.080983,0.086568,576.7704,11852.49,20.54975,111.4359,565.9029,1402.878,con
1535.851,0.088488,0.004189,637.3497,10814.05,16.96722,96.6104,632.1651,1197.762,con
2100,0.061959,-0.04538,390.4825,16640.72,42.6158,125.9004,380.6447,2073.029,adi
1800,0.034208,0.042586,301.0604,4406.154,14.63545,67.62533,293.3669,1742.376,adi
2100,0.121649,0.377689,450.5517,35671.61,79.17318,436.0996,113.1986,2461.45,adi
